dataset1,dataset2,column1,column2,similarity
modern_products,third_customers,category,customer_name,0.0
modern_products,third_customers,category,email_addr,0.0
modern_products,third_customers,category,contact_number,0.0
modern_products,third_customers,category,address_line,0.0
modern_products,third_customers,category,city_name,0.0
modern_products,third_customers,category,state_province,0.0
legacy_sales,modern_products,unit_price,asin,0.0
modern_products,third_customers,category,country_code,0.0
modern_products,third_customers,category,signup_date,0.0
modern_products,third_customers,category,membership_status,0.0
modern_products,third_products,category,item_code,0.0
modern_products,third_products,category,item_name,0.0
legacy_customers,modern_customers,state,shipping_state,0.0
modern_products,third_products,category,brand_name,0.0
modern_products,third_products,category,supplier,0.0
modern_products,third_products,category,retail_price,0.0
modern_products,third_products,category,item_weight,0.0
modern_products,third_products,category,product_dimensions,0.0
modern_products,third_products,category,availability_status,0.0
modern_products,third_products,category,stock_level,0.0
modern_products,third_sales,category,sale_id,0.0
modern_products,third_sales,category,account_id,0.0
modern_products,third_sales,category,item_code,0.0
modern_products,third_sales,category,order_quantity,0.0
modern_products,third_sales,category,item_price,0.0
modern_products,third_sales,category,sale_total,0.0
modern_products,third_sales,category,sale_date,0.0
modern_products,third_sales,category,delivery_status,0.0
modern_products,third_sales,category,payment_option,0.0
modern_products,third_sales,category,customer_address,0.0
legacy_customers,modern_customers,state,shipping_city,0.0
legacy_customers,modern_customers,state,phone,0.0
legacy_customers,modern_customers,state,email,0.0
legacy_customers,modern_customers,state,full_name,0.0
legacy_customers,modern_customers,state,user_id,0.0
legacy_customers,third_sales,city,customer_address,0.0
legacy_customers,third_sales,city,payment_option,0.0
legacy_customers,third_sales,city,delivery_status,0.0
legacy_customers,third_sales,city,sale_date,0.0
legacy_customers,third_sales,city,sale_total,0.0
modern_products,third_customers,subcategory,account_id,0.0
modern_products,third_customers,subcategory,customer_name,0.0
modern_products,third_customers,subcategory,email_addr,0.0
modern_products,third_customers,subcategory,contact_number,0.0
modern_products,third_customers,subcategory,address_line,0.0
modern_products,third_customers,subcategory,city_name,0.0
modern_products,third_customers,subcategory,state_province,0.0
modern_products,third_customers,subcategory,postal_code,0.0
modern_products,third_customers,subcategory,country_code,0.0
modern_products,third_customers,subcategory,signup_date,0.0
modern_products,third_customers,subcategory,membership_status,0.0
modern_products,third_products,subcategory,item_code,0.0
modern_products,third_products,subcategory,item_name,0.0
modern_products,third_products,subcategory,category_name,0.0
modern_products,third_products,subcategory,brand_name,0.0
modern_products,third_products,subcategory,supplier,0.0
modern_products,third_products,subcategory,retail_price,0.0
modern_products,third_products,subcategory,item_weight,0.0
modern_products,third_products,subcategory,product_dimensions,0.0
modern_products,third_products,subcategory,availability_status,0.0
modern_products,third_products,subcategory,stock_level,0.0
modern_products,third_sales,subcategory,sale_id,0.0
modern_products,third_sales,subcategory,account_id,0.0
modern_products,third_sales,subcategory,item_code,0.0
modern_products,third_sales,subcategory,order_quantity,0.0
modern_products,third_sales,subcategory,item_price,0.0
modern_products,third_sales,subcategory,sale_total,0.0
modern_products,third_sales,subcategory,sale_date,0.0
modern_products,third_sales,subcategory,delivery_status,0.0
modern_products,third_sales,subcategory,payment_option,0.0
modern_products,third_sales,subcategory,customer_address,0.0
legacy_customers,third_sales,city,item_price,0.0
legacy_customers,third_sales,city,order_quantity,0.0
legacy_customers,third_sales,city,item_code,0.0
legacy_customers,third_sales,city,account_id,0.0
legacy_customers,third_sales,city,sale_id,0.0
legacy_customers,third_products,city,stock_level,0.0
legacy_customers,third_products,city,availability_status,0.0
legacy_customers,third_products,city,product_dimensions,0.0
legacy_customers,third_products,city,item_weight,0.0
legacy_customers,third_products,city,retail_price,0.0
modern_products,third_customers,seller,account_id,0.0
modern_products,third_customers,seller,customer_name,0.0
modern_products,third_customers,seller,email_addr,0.0
modern_products,third_customers,seller,contact_number,0.0
modern_products,third_customers,seller,address_line,0.0
modern_products,third_customers,seller,city_name,0.0
modern_products,third_customers,seller,state_province,0.0
modern_products,third_customers,seller,postal_code,0.0
modern_products,third_customers,seller,country_code,0.0
modern_products,third_customers,seller,signup_date,0.0
modern_products,third_customers,seller,membership_status,0.0
modern_products,third_products,seller,item_code,0.0
modern_products,third_products,seller,item_name,0.0
modern_products,third_products,seller,category_name,0.0
modern_products,third_products,seller,brand_name,0.0
modern_products,third_products,seller,supplier,0.0
modern_products,third_products,seller,retail_price,0.0
modern_products,third_products,seller,item_weight,0.0
modern_products,third_products,seller,product_dimensions,0.0
modern_products,third_products,seller,availability_status,0.0
modern_products,third_products,seller,stock_level,0.0
modern_products,third_sales,seller,sale_id,0.0
modern_products,third_sales,seller,account_id,0.0
modern_products,third_sales,seller,item_code,0.0
modern_products,third_sales,seller,order_quantity,0.0
modern_products,third_sales,seller,item_price,0.0
modern_products,third_sales,seller,sale_total,0.0
modern_products,third_sales,seller,sale_date,0.0
modern_products,third_sales,seller,delivery_status,0.0
modern_products,third_sales,seller,payment_option,0.0
modern_products,third_sales,seller,customer_address,0.0
legacy_customers,third_products,city,supplier,0.0
legacy_customers,third_products,city,brand_name,0.0
legacy_customers,third_products,city,category_name,0.0
legacy_customers,third_products,city,item_name,0.0
legacy_customers,third_products,city,item_code,0.0
legacy_customers,third_customers,city,membership_status,0.0
legacy_customers,third_customers,city,signup_date,0.0
legacy_customers,third_customers,city,country_code,0.0
legacy_customers,third_customers,city,postal_code,0.0
legacy_customers,third_customers,city,state_province,0.0
modern_products,third_customers,brand,account_id,0.0
modern_products,third_customers,brand,customer_name,0.0
modern_products,third_customers,brand,email_addr,0.0
modern_products,third_customers,brand,contact_number,0.0
modern_products,third_customers,brand,address_line,0.0
modern_products,third_customers,brand,city_name,0.0
modern_products,third_customers,brand,state_province,0.0
modern_products,third_customers,brand,postal_code,0.0
modern_products,third_customers,brand,country_code,0.0
modern_products,third_customers,brand,signup_date,0.0
modern_products,third_customers,brand,membership_status,0.0
modern_products,third_products,brand,item_code,0.0
modern_products,third_products,brand,item_name,0.0
modern_products,third_products,brand,category_name,0.0
legacy_customers,third_customers,city,address_line,0.0
modern_products,third_products,brand,supplier,0.0
modern_products,third_products,brand,retail_price,0.0
modern_products,third_products,brand,item_weight,0.0
modern_products,third_products,brand,product_dimensions,0.0
modern_products,third_products,brand,availability_status,0.0
modern_products,third_products,brand,stock_level,0.0
modern_products,third_sales,brand,sale_id,0.0
modern_products,third_sales,brand,account_id,0.0
modern_products,third_sales,brand,item_code,0.0
modern_products,third_sales,brand,order_quantity,0.0
modern_products,third_sales,brand,item_price,0.0
modern_products,third_sales,brand,sale_total,0.0
modern_products,third_sales,brand,sale_date,0.0
modern_products,third_sales,brand,delivery_status,0.0
modern_products,third_sales,brand,payment_option,0.0
modern_products,third_sales,brand,customer_address,0.0
legacy_customers,third_customers,city,contact_number,0.0
legacy_customers,third_customers,city,email_addr,0.0
legacy_customers,third_customers,city,customer_name,0.0
legacy_customers,third_customers,city,account_id,0.0
legacy_customers,modern_sales,city,promotion_applied,0.0
legacy_customers,modern_sales,city,payment_type,0.0
legacy_customers,modern_sales,city,fulfillment_channel,0.0
legacy_customers,modern_sales,city,timestamp,0.0
legacy_customers,modern_sales,city,transaction_total,0.0
legacy_customers,modern_sales,city,price_per_item,0.0
modern_products,third_customers,current_price,account_id,0.0
modern_products,third_customers,current_price,customer_name,0.0
modern_products,third_customers,current_price,email_addr,0.0
modern_products,third_customers,current_price,contact_number,0.0
modern_products,third_customers,current_price,address_line,0.0
modern_products,third_customers,current_price,city_name,0.0
modern_products,third_customers,current_price,state_province,0.0
modern_products,third_customers,current_price,postal_code,0.0
modern_products,third_customers,current_price,country_code,0.0
modern_products,third_customers,current_price,signup_date,0.0
modern_products,third_customers,current_price,membership_status,0.0
modern_products,third_products,current_price,item_code,0.0
modern_products,third_products,current_price,item_name,0.0
modern_products,third_products,current_price,category_name,0.0
modern_products,third_products,current_price,brand_name,0.0
modern_products,third_products,current_price,supplier,0.0
legacy_customers,modern_sales,city,qty,0.0
modern_products,third_products,current_price,item_weight,0.0
modern_products,third_products,current_price,product_dimensions,0.0
modern_products,third_products,current_price,availability_status,0.0
modern_products,third_products,current_price,stock_level,0.0
modern_products,third_sales,current_price,sale_id,0.0
modern_products,third_sales,current_price,account_id,0.0
modern_products,third_sales,current_price,item_code,0.0
modern_products,third_sales,current_price,order_quantity,0.0
legacy_customers,modern_sales,city,product_asin,0.0
modern_products,third_sales,current_price,sale_total,0.0
modern_products,third_sales,current_price,sale_date,0.0
modern_products,third_sales,current_price,delivery_status,0.0
modern_products,third_sales,current_price,payment_option,0.0
modern_products,third_sales,current_price,customer_address,0.0
legacy_customers,modern_sales,city,user_id,0.0
legacy_customers,modern_sales,city,transaction_id,0.0
legacy_customers,modern_products,city,product_condition,0.0
legacy_customers,modern_products,city,stock_quantity,0.0
legacy_customers,modern_products,city,specifications,0.0
legacy_customers,modern_products,city,weight_kg,0.0
legacy_customers,modern_products,city,current_price,0.0
legacy_customers,modern_products,city,brand,0.0
legacy_customers,modern_products,city,seller,0.0
legacy_customers,modern_products,city,subcategory,0.0
modern_products,third_customers,weight_kg,account_id,0.0
modern_products,third_customers,weight_kg,customer_name,0.0
modern_products,third_customers,weight_kg,email_addr,0.0
modern_products,third_customers,weight_kg,contact_number,0.0
modern_products,third_customers,weight_kg,address_line,0.0
modern_products,third_customers,weight_kg,city_name,0.0
modern_products,third_customers,weight_kg,state_province,0.0
modern_products,third_customers,weight_kg,postal_code,0.0
modern_products,third_customers,weight_kg,country_code,0.0
modern_products,third_customers,weight_kg,signup_date,0.0
modern_products,third_customers,weight_kg,membership_status,0.0
modern_products,third_products,weight_kg,item_code,0.0
modern_products,third_products,weight_kg,item_name,0.0
modern_products,third_products,weight_kg,category_name,0.0
modern_products,third_products,weight_kg,brand_name,0.0
modern_products,third_products,weight_kg,supplier,0.0
modern_products,third_products,weight_kg,retail_price,0.0
modern_products,third_products,weight_kg,item_weight,0.0
modern_products,third_products,weight_kg,product_dimensions,0.0
modern_products,third_products,weight_kg,availability_status,0.0
modern_products,third_products,weight_kg,stock_level,0.0
modern_products,third_sales,weight_kg,sale_id,0.0
modern_products,third_sales,weight_kg,account_id,0.0
modern_products,third_sales,weight_kg,item_code,0.0
modern_products,third_sales,weight_kg,order_quantity,0.0
modern_products,third_sales,weight_kg,item_price,0.0
modern_products,third_sales,weight_kg,sale_total,0.0
modern_products,third_sales,weight_kg,sale_date,0.0
modern_products,third_sales,weight_kg,delivery_status,0.0
modern_products,third_sales,weight_kg,payment_option,0.0
modern_products,third_sales,weight_kg,customer_address,0.0
legacy_customers,modern_products,city,category,0.0
legacy_customers,modern_products,city,title,0.0
legacy_customers,modern_products,city,asin,0.0
legacy_customers,modern_customers,city,loyalty_tier,0.0
legacy_customers,modern_customers,city,prime_member,0.0
legacy_customers,modern_customers,city,account_created,0.0
legacy_customers,modern_customers,city,shipping_zip,0.0
legacy_customers,modern_customers,city,shipping_state,0.0
legacy_customers,modern_customers,city,shipping_city,0.0
legacy_customers,modern_customers,city,phone,0.0
modern_products,third_customers,specifications,account_id,0.0
modern_products,third_customers,specifications,customer_name,0.0
modern_products,third_customers,specifications,email_addr,0.0
modern_products,third_customers,specifications,contact_number,0.0
modern_products,third_customers,specifications,address_line,0.0
modern_products,third_customers,specifications,city_name,0.0
modern_products,third_customers,specifications,state_province,0.0
modern_products,third_customers,specifications,postal_code,0.0
modern_products,third_customers,specifications,country_code,0.0
modern_products,third_customers,specifications,signup_date,0.0
modern_products,third_customers,specifications,membership_status,0.0
modern_products,third_products,specifications,item_code,0.0
modern_products,third_products,specifications,item_name,0.0
modern_products,third_products,specifications,category_name,0.0
modern_products,third_products,specifications,brand_name,0.0
modern_products,third_products,specifications,supplier,0.0
modern_products,third_products,specifications,retail_price,0.0
modern_products,third_products,specifications,item_weight,0.0
modern_products,third_products,specifications,product_dimensions,0.0
modern_products,third_products,specifications,availability_status,0.0
modern_products,third_products,specifications,stock_level,0.0
modern_products,third_sales,specifications,sale_id,0.0
modern_products,third_sales,specifications,account_id,0.0
modern_products,third_sales,specifications,item_code,0.0
modern_products,third_sales,specifications,order_quantity,0.0
modern_products,third_sales,specifications,item_price,0.0
modern_products,third_sales,specifications,sale_total,0.0
modern_products,third_sales,specifications,sale_date,0.0
modern_products,third_sales,specifications,delivery_status,0.0
modern_products,third_sales,specifications,payment_option,0.0
modern_products,third_sales,specifications,customer_address,0.0
legacy_customers,modern_customers,city,email,0.0
legacy_customers,modern_customers,city,full_name,0.0
legacy_customers,modern_customers,city,user_id,0.0
legacy_customers,third_sales,street_address,payment_option,0.0
legacy_customers,third_sales,street_address,delivery_status,0.0
legacy_customers,third_sales,street_address,sale_date,0.0
legacy_customers,third_sales,street_address,sale_total,0.0
legacy_customers,third_sales,street_address,item_price,0.0
legacy_customers,third_sales,street_address,order_quantity,0.0
legacy_customers,third_sales,street_address,item_code,0.0
modern_products,third_customers,stock_quantity,account_id,0.0
modern_products,third_customers,stock_quantity,customer_name,0.0
modern_products,third_customers,stock_quantity,email_addr,0.0
modern_products,third_customers,stock_quantity,contact_number,0.0
modern_products,third_customers,stock_quantity,address_line,0.0
modern_products,third_customers,stock_quantity,city_name,0.0
modern_products,third_customers,stock_quantity,state_province,0.0
modern_products,third_customers,stock_quantity,postal_code,0.0
modern_products,third_customers,stock_quantity,country_code,0.0
modern_products,third_customers,stock_quantity,signup_date,0.0
modern_products,third_customers,stock_quantity,membership_status,0.0
modern_products,third_products,stock_quantity,item_code,0.0
modern_products,third_products,stock_quantity,item_name,0.0
modern_products,third_products,stock_quantity,category_name,0.0
modern_products,third_products,stock_quantity,brand_name,0.0
modern_products,third_products,stock_quantity,supplier,0.0
modern_products,third_products,stock_quantity,retail_price,0.0
modern_products,third_products,stock_quantity,item_weight,0.0
modern_products,third_products,stock_quantity,product_dimensions,0.0
modern_products,third_products,stock_quantity,availability_status,0.0
legacy_customers,third_sales,street_address,account_id,0.0
modern_products,third_sales,stock_quantity,sale_id,0.0
modern_products,third_sales,stock_quantity,account_id,0.0
modern_products,third_sales,stock_quantity,item_code,0.0
legacy_customers,third_sales,street_address,sale_id,0.0
modern_products,third_sales,stock_quantity,item_price,0.0
modern_products,third_sales,stock_quantity,sale_total,0.0
modern_products,third_sales,stock_quantity,sale_date,0.0
modern_products,third_sales,stock_quantity,delivery_status,0.0
modern_products,third_sales,stock_quantity,payment_option,0.0
modern_products,third_sales,stock_quantity,customer_address,0.0
legacy_customers,third_products,street_address,stock_level,0.0
legacy_customers,third_products,street_address,availability_status,0.0
legacy_customers,third_products,street_address,product_dimensions,0.0
legacy_customers,third_products,street_address,item_weight,0.0
legacy_customers,third_products,street_address,retail_price,0.0
legacy_customers,third_products,street_address,supplier,0.0
legacy_customers,third_products,street_address,brand_name,0.0
legacy_customers,third_products,street_address,category_name,0.0
legacy_customers,third_products,street_address,item_name,0.0
legacy_customers,third_products,street_address,item_code,0.0
modern_products,third_customers,product_condition,account_id,0.0
modern_products,third_customers,product_condition,customer_name,0.0
modern_products,third_customers,product_condition,email_addr,0.0
modern_products,third_customers,product_condition,contact_number,0.0
modern_products,third_customers,product_condition,address_line,0.0
modern_products,third_customers,product_condition,city_name,0.0
modern_products,third_customers,product_condition,state_province,0.0
modern_products,third_customers,product_condition,postal_code,0.0
modern_products,third_customers,product_condition,country_code,0.0
modern_products,third_customers,product_condition,signup_date,0.0
modern_products,third_customers,product_condition,membership_status,0.0
modern_products,third_products,product_condition,item_code,0.0
modern_products,third_products,product_condition,item_name,0.0
modern_products,third_products,product_condition,category_name,0.0
modern_products,third_products,product_condition,brand_name,0.0
modern_products,third_products,product_condition,supplier,0.0
modern_products,third_products,product_condition,retail_price,0.0
modern_products,third_products,product_condition,item_weight,0.0
legacy_customers,third_customers,street_address,membership_status,0.0
modern_products,third_products,product_condition,availability_status,0.0
modern_products,third_products,product_condition,stock_level,0.0
modern_products,third_sales,product_condition,sale_id,0.0
modern_products,third_sales,product_condition,account_id,0.0
modern_products,third_sales,product_condition,item_code,0.0
modern_products,third_sales,product_condition,order_quantity,0.0
modern_products,third_sales,product_condition,item_price,0.0
modern_products,third_sales,product_condition,sale_total,0.0
modern_products,third_sales,product_condition,sale_date,0.0
modern_products,third_sales,product_condition,delivery_status,0.0
modern_products,third_sales,product_condition,payment_option,0.0
modern_products,third_sales,product_condition,customer_address,0.0
legacy_customers,third_customers,street_address,signup_date,0.0
modern_sales,third_customers,transaction_id,customer_name,0.0
modern_sales,third_customers,transaction_id,email_addr,0.0
modern_sales,third_customers,transaction_id,contact_number,0.0
modern_sales,third_customers,transaction_id,address_line,0.0
modern_sales,third_customers,transaction_id,city_name,0.0
modern_sales,third_customers,transaction_id,state_province,0.0
modern_sales,third_customers,transaction_id,postal_code,0.0
modern_sales,third_customers,transaction_id,country_code,0.0
modern_sales,third_customers,transaction_id,signup_date,0.0
modern_sales,third_customers,transaction_id,membership_status,0.0
modern_sales,third_products,transaction_id,item_code,0.0
modern_sales,third_products,transaction_id,item_name,0.0
modern_sales,third_products,transaction_id,category_name,0.0
modern_sales,third_products,transaction_id,brand_name,0.0
modern_sales,third_products,transaction_id,supplier,0.0
modern_sales,third_products,transaction_id,retail_price,0.0
modern_sales,third_products,transaction_id,item_weight,0.0
modern_sales,third_products,transaction_id,product_dimensions,0.0
modern_sales,third_products,transaction_id,availability_status,0.0
modern_sales,third_products,transaction_id,stock_level,0.0
legacy_customers,third_customers,street_address,country_code,0.0
legacy_customers,third_customers,street_address,postal_code,0.0
modern_sales,third_sales,transaction_id,item_code,0.0
modern_sales,third_sales,transaction_id,order_quantity,0.0
modern_sales,third_sales,transaction_id,item_price,0.0
modern_sales,third_sales,transaction_id,sale_total,0.0
modern_sales,third_sales,transaction_id,sale_date,0.0
modern_sales,third_sales,transaction_id,delivery_status,0.0
modern_sales,third_sales,transaction_id,payment_option,0.0
modern_sales,third_sales,transaction_id,customer_address,0.0
legacy_customers,third_customers,street_address,state_province,0.0
modern_sales,third_customers,user_id,customer_name,0.0
modern_sales,third_customers,user_id,email_addr,0.0
modern_sales,third_customers,user_id,contact_number,0.0
modern_sales,third_customers,user_id,address_line,0.0
modern_sales,third_customers,user_id,city_name,0.0
modern_sales,third_customers,user_id,state_province,0.0
modern_sales,third_customers,user_id,postal_code,0.0
modern_sales,third_customers,user_id,country_code,0.0
modern_sales,third_customers,user_id,signup_date,0.0
modern_sales,third_customers,user_id,membership_status,0.0
modern_sales,third_products,user_id,item_code,0.0
modern_sales,third_products,user_id,item_name,0.0
modern_sales,third_products,user_id,category_name,0.0
modern_sales,third_products,user_id,brand_name,0.0
modern_sales,third_products,user_id,supplier,0.0
modern_sales,third_products,user_id,retail_price,0.0
modern_sales,third_products,user_id,item_weight,0.0
modern_sales,third_products,user_id,product_dimensions,0.0
modern_sales,third_products,user_id,availability_status,0.0
modern_sales,third_products,user_id,stock_level,0.0
legacy_customers,third_customers,street_address,city_name,0.0
legacy_customers,third_customers,street_address,address_line,0.0
modern_sales,third_sales,user_id,item_code,0.0
modern_sales,third_sales,user_id,order_quantity,0.0
modern_sales,third_sales,user_id,item_price,0.0
modern_sales,third_sales,user_id,sale_total,0.0
modern_sales,third_sales,user_id,sale_date,0.0
modern_sales,third_sales,user_id,delivery_status,0.0
modern_sales,third_sales,user_id,payment_option,0.0
modern_sales,third_sales,user_id,customer_address,0.0
modern_sales,third_customers,product_asin,account_id,0.0
modern_sales,third_customers,product_asin,customer_name,0.0
modern_sales,third_customers,product_asin,email_addr,0.0
modern_sales,third_customers,product_asin,contact_number,0.0
modern_sales,third_customers,product_asin,address_line,0.0
modern_sales,third_customers,product_asin,city_name,0.0
modern_sales,third_customers,product_asin,state_province,0.0
modern_sales,third_customers,product_asin,postal_code,0.0
modern_sales,third_customers,product_asin,country_code,0.0
modern_sales,third_customers,product_asin,signup_date,0.0
modern_sales,third_customers,product_asin,membership_status,0.0
modern_sales,third_products,product_asin,item_code,0.0
modern_sales,third_products,product_asin,item_name,0.0
modern_sales,third_products,product_asin,category_name,0.0
modern_sales,third_products,product_asin,brand_name,0.0
modern_sales,third_products,product_asin,supplier,0.0
modern_sales,third_products,product_asin,retail_price,0.0
modern_sales,third_products,product_asin,item_weight,0.0
modern_sales,third_products,product_asin,product_dimensions,0.0
modern_sales,third_products,product_asin,availability_status,0.0
modern_sales,third_products,product_asin,stock_level,0.0
modern_sales,third_sales,product_asin,sale_id,0.0
modern_sales,third_sales,product_asin,account_id,0.0
modern_sales,third_sales,product_asin,item_code,0.0
modern_sales,third_sales,product_asin,order_quantity,0.0
modern_sales,third_sales,product_asin,item_price,0.0
modern_sales,third_sales,product_asin,sale_total,0.0
modern_sales,third_sales,product_asin,sale_date,0.0
modern_sales,third_sales,product_asin,delivery_status,0.0
modern_sales,third_sales,product_asin,payment_option,0.0
modern_sales,third_sales,product_asin,customer_address,0.0
modern_sales,third_customers,qty,account_id,0.0
modern_sales,third_customers,qty,customer_name,0.0
modern_sales,third_customers,qty,email_addr,0.0
modern_sales,third_customers,qty,contact_number,0.0
modern_sales,third_customers,qty,address_line,0.0
modern_sales,third_customers,qty,city_name,0.0
modern_sales,third_customers,qty,state_province,0.0
modern_sales,third_customers,qty,postal_code,0.0
modern_sales,third_customers,qty,country_code,0.0
modern_sales,third_customers,qty,signup_date,0.0
modern_sales,third_customers,qty,membership_status,0.0
modern_sales,third_products,qty,item_code,0.0
modern_sales,third_products,qty,item_name,0.0
modern_sales,third_products,qty,category_name,0.0
modern_sales,third_products,qty,brand_name,0.0
modern_sales,third_products,qty,supplier,0.0
modern_sales,third_products,qty,retail_price,0.0
modern_sales,third_products,qty,item_weight,0.0
modern_sales,third_products,qty,product_dimensions,0.0
modern_sales,third_products,qty,availability_status,0.0
modern_sales,third_products,qty,stock_level,0.0
modern_sales,third_sales,qty,sale_id,0.0
modern_sales,third_sales,qty,account_id,0.0
modern_sales,third_sales,qty,item_code,0.0
modern_sales,third_sales,qty,order_quantity,0.0
modern_sales,third_sales,qty,item_price,0.0
modern_sales,third_sales,qty,sale_total,0.0
modern_sales,third_sales,qty,sale_date,0.0
modern_sales,third_sales,qty,delivery_status,0.0
modern_sales,third_sales,qty,payment_option,0.0
modern_sales,third_sales,qty,customer_address,0.0
modern_sales,third_customers,price_per_item,account_id,0.0
modern_sales,third_customers,price_per_item,customer_name,0.0
modern_sales,third_customers,price_per_item,email_addr,0.0
modern_sales,third_customers,price_per_item,contact_number,0.0
modern_sales,third_customers,price_per_item,address_line,0.0
modern_sales,third_customers,price_per_item,city_name,0.0
modern_sales,third_customers,price_per_item,state_province,0.0
modern_sales,third_customers,price_per_item,postal_code,0.0
modern_sales,third_customers,price_per_item,country_code,0.0
modern_sales,third_customers,price_per_item,signup_date,0.0
modern_sales,third_customers,price_per_item,membership_status,0.0
modern_sales,third_products,price_per_item,item_code,0.0
modern_sales,third_products,price_per_item,item_name,0.0
modern_sales,third_products,price_per_item,category_name,0.0
modern_sales,third_products,price_per_item,brand_name,0.0
modern_sales,third_products,price_per_item,supplier,0.0
modern_sales,third_products,price_per_item,retail_price,0.0
modern_sales,third_products,price_per_item,item_weight,0.0
modern_sales,third_products,price_per_item,product_dimensions,0.0
modern_sales,third_products,price_per_item,availability_status,0.0
modern_sales,third_products,price_per_item,stock_level,0.0
modern_sales,third_sales,price_per_item,sale_id,0.0
modern_sales,third_sales,price_per_item,account_id,0.0
modern_sales,third_sales,price_per_item,item_code,0.0
modern_sales,third_sales,price_per_item,order_quantity,0.0
modern_sales,third_sales,price_per_item,item_price,0.0
modern_sales,third_sales,price_per_item,sale_total,0.0
modern_sales,third_sales,price_per_item,sale_date,0.0
modern_sales,third_sales,price_per_item,delivery_status,0.0
modern_sales,third_sales,price_per_item,payment_option,0.0
modern_sales,third_sales,price_per_item,customer_address,0.0
modern_sales,third_customers,transaction_total,account_id,0.0
modern_sales,third_customers,transaction_total,customer_name,0.0
modern_sales,third_customers,transaction_total,email_addr,0.0
modern_sales,third_customers,transaction_total,contact_number,0.0
modern_sales,third_customers,transaction_total,address_line,0.0
modern_sales,third_customers,transaction_total,city_name,0.0
modern_sales,third_customers,transaction_total,state_province,0.0
modern_sales,third_customers,transaction_total,postal_code,0.0
modern_sales,third_customers,transaction_total,country_code,0.0
modern_sales,third_customers,transaction_total,signup_date,0.0
modern_sales,third_customers,transaction_total,membership_status,0.0
modern_sales,third_products,transaction_total,item_code,0.0
modern_sales,third_products,transaction_total,item_name,0.0
modern_sales,third_products,transaction_total,category_name,0.0
modern_sales,third_products,transaction_total,brand_name,0.0
modern_sales,third_products,transaction_total,supplier,0.0
modern_sales,third_products,transaction_total,retail_price,0.0
modern_sales,third_products,transaction_total,item_weight,0.0
modern_sales,third_products,transaction_total,product_dimensions,0.0
modern_sales,third_products,transaction_total,availability_status,0.0
modern_sales,third_products,transaction_total,stock_level,0.0
modern_sales,third_sales,transaction_total,sale_id,0.0
modern_sales,third_sales,transaction_total,account_id,0.0
modern_sales,third_sales,transaction_total,item_code,0.0
modern_sales,third_sales,transaction_total,order_quantity,0.0
modern_sales,third_sales,transaction_total,item_price,0.0
legacy_customers,third_customers,street_address,contact_number,0.0
modern_sales,third_sales,transaction_total,sale_date,0.0
modern_sales,third_sales,transaction_total,delivery_status,0.0
modern_sales,third_sales,transaction_total,payment_option,0.0
modern_sales,third_sales,transaction_total,customer_address,0.0
modern_sales,third_customers,timestamp,account_id,0.0
modern_sales,third_customers,timestamp,customer_name,0.0
modern_sales,third_customers,timestamp,email_addr,0.0
modern_sales,third_customers,timestamp,contact_number,0.0
modern_sales,third_customers,timestamp,address_line,0.0
modern_sales,third_customers,timestamp,city_name,0.0
modern_sales,third_customers,timestamp,state_province,0.0
modern_sales,third_customers,timestamp,postal_code,0.0
modern_sales,third_customers,timestamp,country_code,0.0
modern_sales,third_customers,timestamp,signup_date,0.0
modern_sales,third_customers,timestamp,membership_status,0.0
modern_sales,third_products,timestamp,item_code,0.0
modern_sales,third_products,timestamp,item_name,0.0
modern_sales,third_products,timestamp,category_name,0.0
modern_sales,third_products,timestamp,brand_name,0.0
modern_sales,third_products,timestamp,supplier,0.0
modern_sales,third_products,timestamp,retail_price,0.0
modern_sales,third_products,timestamp,item_weight,0.0
modern_sales,third_products,timestamp,product_dimensions,0.0
modern_sales,third_products,timestamp,availability_status,0.0
modern_sales,third_products,timestamp,stock_level,0.0
modern_sales,third_sales,timestamp,sale_id,0.0
modern_sales,third_sales,timestamp,account_id,0.0
modern_sales,third_sales,timestamp,item_code,0.0
modern_sales,third_sales,timestamp,order_quantity,0.0
modern_sales,third_sales,timestamp,item_price,0.0
modern_sales,third_sales,timestamp,sale_total,0.0
modern_sales,third_sales,timestamp,sale_date,0.0
modern_sales,third_sales,timestamp,delivery_status,0.0
modern_sales,third_sales,timestamp,payment_option,0.0
modern_sales,third_sales,timestamp,customer_address,0.0
modern_sales,third_customers,fulfillment_channel,account_id,0.0
modern_sales,third_customers,fulfillment_channel,customer_name,0.0
modern_sales,third_customers,fulfillment_channel,email_addr,0.0
modern_sales,third_customers,fulfillment_channel,contact_number,0.0
modern_sales,third_customers,fulfillment_channel,address_line,0.0
modern_sales,third_customers,fulfillment_channel,city_name,0.0
modern_sales,third_customers,fulfillment_channel,state_province,0.0
modern_sales,third_customers,fulfillment_channel,postal_code,0.0
modern_sales,third_customers,fulfillment_channel,country_code,0.0
modern_sales,third_customers,fulfillment_channel,signup_date,0.0
modern_sales,third_customers,fulfillment_channel,membership_status,0.0
modern_sales,third_products,fulfillment_channel,item_code,0.0
modern_sales,third_products,fulfillment_channel,item_name,0.0
modern_sales,third_products,fulfillment_channel,category_name,0.0
modern_sales,third_products,fulfillment_channel,brand_name,0.0
modern_sales,third_products,fulfillment_channel,supplier,0.0
modern_sales,third_products,fulfillment_channel,retail_price,0.0
